1,44,9.090909091,0.0,55.27,0.0,1,0,0,0,-2,False,False,True,False,False,False,False,True,False,False,False
1,43,4.651162791,0.0,65.66,0.0,0,0,0,0,-174,False,True,False,False,False,False,False,False,True,False,False
1,42,16.66666667,2.380952381,58.2,0.0,0,0,0,0,-7,False,False,False,False,True,False,False,False,False,True,False
1,49,20.40816327,20.40816327,175.27,0.033613445,0,0,0,476,-27,True,False,False,False,False,False,False,False,False,True,False
1,18,61.11111111,22.22222222,50.65,0.0,1,0,0,0,-1,False,False,True,False,False,False,False,False,False,False,True
1,29,13.79310345,6.896551724,35.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,37,5.405405405,5.405405405,19.74,0.0,1,0,0,0,-16,False,True,False,False,False,False,False,False,False,False,True
0,3,0.0,0.0,40.0,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
1,16,0.0,0.0,113.15,0.0,0,0,0,0,-1,False,False,False,False,False,True,False,False,False,True,False
0,23,21.73913043,4.347826087,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,35,5.714285714,2.857142857,74.12,0.5,0,0,0,4,-408,True,False,False,False,False,False,False,False,False,False,True
1,12,100.0,58.33333333,24.84,0.181818182,1,1,0,11,0,False,True,False,False,False,False,False,False,True,False,False
1,45,2.222222222,0.0,54.54,0.0,0,0,0,0,-10,False,False,False,False,False,True,False,False,True,False,False
1,34,44.11764706,29.41176471,40.05,0.086206897,1,1,0,58,0,False,True,False,False,False,False,False,False,True,False,False
1,46,13.04347826,0.0,70.37,0.0588235294117647,0,0,0,102,0,False,False,False,False,True,False,False,False,False,True,False
1,28,17.85714286,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,6,50.0,16.66666667,40.02,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,False,False,True,False
1,44,2.272727273,0.0,22.18,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,23,34.7826087,8.695652174,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,19,0.0,0.0,147.86,0.034188034,0,0,0,351,-126,False,False,False,False,False,True,False,False,True,False,False
1,32,6.25,0.0,45.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,37,10.81081081,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
0,34,29.41176471,8.823529412,59.75,0.107142857,1,1,0,28,0,False,False,False,False,False,False,True,False,False,True,False
1,30,30.0,6.666666667,56.5,0.0,1,0,0,0,-3,False,True,False,False,False,False,False,False,True,False,False
1,15,0.0,0.0,39.29,0.088235294,1,0,0,34,-62,False,False,False,False,False,True,False,False,False,False,True
1,32,6.25,0.0,95.71,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,10,20.0,10.0,40.25,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,28,46.42857143,32.14285714,74.59,0.107142857,1,0,0,28,-1,False,True,False,False,False,False,False,False,False,True,False
1,43,4.651162791,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,39,5.128205128,2.564102564,84.02,0.0,1,0,0,0,-11,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,41.08,0.0,1,0,0,0,-1,False,False,True,False,False,False,False,True,False,False,False
0,0,0.0,0.0,47.18,0.0,0,0,0,0,39,False,False,False,True,False,False,False,False,False,False,True
1,33,0.0,0.0,63.85,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,31,9.677419355,3.225806452,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,51,37.25490196,5.882352941,39.75,0.12,1,1,0,75,0,False,False,False,False,False,True,False,False,False,False,True
1,33,15.15151515,3.03030303,40.02,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,47,6.382978723,2.127659574,59.7,0.0555555555555556,0,0,0,90,-9,False,False,False,False,False,False,True,False,False,True,False
1,36,0.0,0.0,49.38,0.142857143,0,0,0,14,19,False,False,False,True,False,False,False,False,False,False,True
1,45,6.666666667,2.222222222,53.69,0.005154639,0,0,0,582,0,False,False,False,False,False,True,False,False,False,True,False
1,47,12.76595745,4.255319149,40.94,0.066666667,1,0,0,30,-5,False,False,False,False,False,False,True,False,False,False,True
1,29,65.51724138,17.24137931,40.14,0.178571428571429,1,1,1,28,0,False,False,False,False,False,True,False,False,False,False,True
